,category,image,name,price,old_price,rate,delivery,msg,user,link
0,Nuevo,https://static.chollometro.com/threads/thread_large/default/205188_2.jpg,Banco de trabajo plegable.,"14,99€","17,99€",(-17%),...,Buenas pues aquí os dejo una mesa de bricolaje que aprovechando que compraba otra cosa en Lidl me he agenciado para mis chapuzas. Placas de MDF de alta calidad con escala impre…,Dani_GG,https://www.chollometro.com/visit/thread/205188
1,Nuevo,https://static.chollometro.com/threads/thread_large/default/205185_1.jpg,Narciso Rodriguez poudre Eau De Parfum 90ml,60€,78€,(-23%),Gratis,Mínimo histórico para este perfume que normalmente esta unos 20€ más caro. La botella de la firma se adorna con una cortina de sombras únicas del rubor Comienza con una combina…,kidoh,https://www.chollometro.com/visit/thread/205185
2,Nuevo,https://static.chollometro.com/threads/thread_large/default/205183_1.jpg,Puzzle Mapamundi (1.000 piezas) - Educa Borrás,"7,77€","12,95€",(-40%),Gratis,"Muy buena marca de puzzles y gran rebaja para éste, casi su mínimo. Para quien le gusten los retos, aunque sea de pocas piezas la tonalidad de las mismas será muy parecida. Además,…",Sr_Eko,https://www.chollometro.com/visit/thread/205183
3,163°,https://static.chollometro.com/threads/thread_large/default/205179_1.jpg,3 días de envío gratis en Wallapop,Gratis,...,...,...,...,Sergio_Torrecillas,https://www.chollometro.com/cupones/3-dias-de-envio-gratis-en-wallapop-205179
4,55°,https://static.chollometro.com/threads/thread_large/default/205181_1.jpg,Chaqueta de mujer Tifossi Talla M (Producto Plus)),"6,82€",...,...,...,"Mañana se espera gota fría en Valencia y la chaqueta tiene toda la pinta de ser impermeable, así que podéis aprovechar este chollo. Sólo quedan 3 unidades!!!! 100% Poliéster No…",Miressa,https://www.chollometro.com/visit/thread/205181
5,87°,https://static.chollometro.com/threads/thread_large/default/205177_1.jpg,"BIC Cristal Original bolígrafos punta media - colores Surtidos, Blíster de 16+4 unidades","6,30€",9€,(-30%),Gratis,"BIC Cristal Original bolígrafos punta media - colores Surtidos, Blíster de 16+4 unidades ;) para la vuelta al cole....",Gerson3,https://www.chollometro.com/visit/thread/205177
6,Alertas gratis,...,...,Gratis,...,...,...,...,Chollometro,https://t.me/chollometro
7,27°,https://static.chollometro.com/threads/thread_large/default/205176_2.jpg,Airpod V2 con estuche inalambrico,159€,180€,(-12%),Gratis,Más barata que he visto de momento,Long_Su,https://www.chollometro.com/visit/thread/205176
8,192°,https://static.chollometro.com/threads/thread_large/default/205172_1.jpg,Pila CR2032 (producto plus),"0,39€","1,18€",(-67%),...,La pila que vale para casi todo (como es plus puedes acompañar el pedido con https://www.amazon.es/gp/product/B008R9H8SS ),Vikingoue,https://www.chollometro.com/visit/thread/205172
9,Resumen gratis,...,...,...,...,...,...,...,Chollometro,...
10,88°,https://static.chollometro.com/threads/thread_large/default/205173_1.jpg,Disco duro 10 TB WD,189€,275€,(-31%),Gratis,"El almacenamiento de escritorio WD Elements con USB 3.0 ofrece almacenamiento adicional fiable, de alta capacidad, rápidas tasas de transferencia de datos y conectividad universal …",Anonymous_Alien,https://www.chollometro.com/visit/thread/205173
11,127°,https://static.chollometro.com/threads/thread_large/default/205170_1.jpg,Xiaomi 9T Pro 6GB RAM 64GB ROM solo 331€,331€,399€,(-17%),...,"Preciazo para para el terminal de Xiaomi Mi9T PRO con procesador Snapdragon 855. Una pantalla AMOLED de 6,39 pulgadas, un todo pantalla sin notch y triple cámara trasera. Dispone …",descuentos,https://www.chollometro.com/ofertas/xiaomi-9t-pro-6gb-ram-64gb-rom-solo-331-205170
12,53°,https://static.chollometro.com/threads/thread_large/default/205168_5.jpg,GOTRAX Patinete eléctrico Scooter - Potencia Motor: 250W - Autonomia: 20km,"275,99€",329€,(-16%),Gratis,"Enlace a El Corte Inglés Lo tienen en promoción en El Corte Inglés por 349 €. Tiene una muy buena batería y autonomía. son de USA y la gente allí los recomienda. Tienen la V2, pe…",RealDonJaime,https://www.chollometro.com/visit/thread/205168
13,131°,https://static.chollometro.com/threads/thread_large/default/205167_1.jpg,40% descuento compra online con -40% descuento,...,...,...,...,,Chollos,https://www.chollometro.com/visit/thread/205167
14,73°,https://static.chollometro.com/threads/thread_large/default/205165_1.jpg,"Apple iMac 21,5 pulgadas (pantalla Retina 4K)","1199,99€",1400€,(-14%),...,"Pantalla Retina 5K de 27 pulgadas (en diagonal) con resolución de 5.120 por 2.880 Pantalla Retina 4K de 21,5 pulgadas (en diagonal) con resolución de 4.096 por 2.304 Espectacular…",Radok,https://www.chollometro.com/visit/thread/205165
15,-170°,https://static.chollometro.com/threads/thread_large/default/205164_1.jpg,Apple iPhone 6s (de 128GB) - Oro,"349,99€",521€,(-33%),...,"Pantalla Retina HD de 4,7 pulgadas Cámara de 12 Mpx y vídeo 4K Cámara FaceTime HD de 5 Mpx con Retina Flash Touch ID para autenticarse de forma segura y usar Apple Pay Chip A9 …",Radok,https://www.chollometro.com/visit/thread/205164
16,52°,https://static.chollometro.com/threads/thread_large/default/205161_1.jpg,Patinete eléctrico SMARTGYRO PRO,"379,49€",500€,(-24%),...,"Patinete eléctrico potente y plegable de 350 W, batería de 10.000 mAh, freno de disco y ruedas de 8""; el patín eléctrico que marca la diferencia Rueda neumática delantera y traser…",usuario01,https://www.chollometro.com/visit/thread/205161
17,66°,https://static.chollometro.com/threads/thread_large/default/205163_1.jpg,Pantene Pro-V Suave & Liso Champú 700 ml (PANTRY),"1,23€",5€,(-75%),...,Preciazo para este champú de 700 ml e ideal para añadir al pedido PANTRY que tengáis en marcha. SÓLO QUEDAN 3 UNIDADES EN STOCK!!!,Maria_jb,https://www.chollometro.com/visit/thread/205163
18,119°,https://static.chollometro.com/threads/thread_large/default/205162_1.jpg,"Pinypon Set con Figuras de Peter Pan, Garfio y Campanilla","8,97€",14€,(-36%),Gratis,"Casi un 40% de descuento en estas 3 figuras tan cuquis de la saga Peter Pan :) El set incluye figura Peter Pan, figura Campanilla, figura Capitán Garfio Favorece el desarroll…",Richarito,https://www.chollometro.com/visit/thread/205162
19,80°,https://static.chollometro.com/threads/thread_large/default/205159_1.jpg,Proyector XGIMI H2,"619,87€",800€,(-23%),Gratis,"Oferta flash de BangGood, del 9 al 13 de septiempre. Llevo un tiempo ojeando un Xgimi para casa, y la verdad es que nunca lo vi a ese precio. Si pagas con Paypal (recomendable) te …",Racal,https://www.chollometro.com/visit/thread/205159
20,128°,https://static.chollometro.com/threads/thread_large/default/205158_1.jpg,Cybex - Silla de coche grupo 2/3 Solution X-Fix,104€,150€,(-31%),Gratis,"En color gris, con isofix. De 210€ al 50% y garantía Amazon Prime, poco más que añadir... Detalles: Silla de coche de calidad duradera y diseño moderno para niños desde los …",helektron,https://www.chollometro.com/visit/thread/205158
21,142°,https://static.chollometro.com/threads/thread_large/default/205157_1.jpg,Silla Gaming / oficina Woxter Stinger Station Army Green,40€,"98,99€",(-60%),Gratis,"A 100 euros en amazon, chollazoooooooooo En camuflaje azul: https://www.fnac.es/mp6816062/Silla-Gaming-oficina-Woxter-Stinger-Station-Army-Blue-altura-ajustable/w-4",Darkdeckard,https://www.chollometro.com/visit/thread/205157
22,-2°,https://static.chollometro.com/threads/thread_large/default/205154_1.jpg,Camisa Levi's a - 87% Talla XS,"9,08€",70€,(-87%),...,Camisa Levi's a menos 87% Talla XS,Floflo,https://www.chollometro.com/visit/thread/205154
23,135°,https://static.chollometro.com/threads/thread_large/default/205152_1.jpg,Ginebra Pilloni Old Grifu - 700 ml.,"26,37€","37,85€",(-30%),...,"Old Grifu está envejecido y con un contenido de alcohol del 42%. Tiene una destilación ligeramente más rápida que su hermano Grifu Gin, lo que le permite obtener una fragancia má…",Khashur,https://www.chollometro.com/visit/thread/205152
24,147°,https://static.chollometro.com/threads/thread_large/default/205151_1.jpg,XIAOMI Mijia Wiha 24 in 1 Destornilladores de precisión - Desde España,"14,25€",...,Gratis,...,Kit de precisión de gran calidad formado por 21 puntas y un estuche de aluminio magnético con identificación de cada tipo y tamaño de punta. Wiha es una marca de reconocida calidad…,Richarito,https://www.chollometro.com/visit/thread/205151
25,-37°,https://static.chollometro.com/threads/thread_large/default/205149_2.jpg,Comedor de Teka para jardin,"399,99€","899,99€",(-56%),,He encontrado un comedor de teka para jardín con mesa + 6 sillas por 400 euros cuando su precio original son 900. Más del 50% de descuento. Por lo que veo es una oferta flash que d…,Plantslover,https://www.chollometro.com/visit/thread/205149
